,LHipAngleZ,LKneeAngleZ,LAnkleAngleZ,RHipAngleZ,RKneeAngleZ,RAnkleAngleZ
30,5.83167,7.47417,10.5786,6.13942,3.70118,6.37005
31,5.14406,7.09322,10.8814,5.50783,3.38078,6.65703
32,4.46317,6.7005,11.1715,4.89286,3.07506,6.93756
33,3.79013,6.30246,11.4489,4.29098,2.78561,7.21659
34,3.12925,5.9086,11.7161,3.70642,2.52367,7.50326
35,2.48189,5.5283,11.977,3.145,2.30247,7.80394
36,1.84488,5.16985,12.2378,2.61043,2.13117,8.1209
37,1.21018,4.83691,12.5014,2.1048,2.01364,8.45421
38,0.5643,4.5268,12.7636,1.62733,1.94832,8.80028
39,-0.110984,4.23446,13.0172,1.16997,1.9281,9.15148
40,-0.833836,3.95773,13.2561,0.718412,1.94525,9.49936
41,-1.6179,3.69842,13.4751,0.254394,1.99592,9.84035
42,-2.46799,3.46369,13.6707,-0.240834,2.08284,10.1751
43,-3.37698,3.26778,13.8408,-0.780268,2.21688,10.5075
44,-4.3242,3.13066,13.9871,-1.36558,2.41488,10.8458
45,-5.27761,3.07382,14.1131,-1.98488,2.69579,11.1988
46,-6.19759,3.1191,14.2218,-2.61372,3.07592,11.5676
47,-7.04638,3.28808,14.3134,-3.2218,3.56436,11.9393
48,-7.79812,3.59825,14.3821,-3.78229,4.16101,12.2878
49,-8.44526,4.05835,14.4105,-4.27709,4.86,12.5787
50,-8.99786,4.67054,14.3694,-4.69677,5.65744,12.7757
51,-9.47402,5.43948,14.2247,-5.03711,6.55922,12.8472
52,-9.88642,6.37803,13.9413,-5.29525,7.58399,12.7606
53,-10.2304,7.51075,13.4871,-5.46807,8.76246,12.4817
54,-10.4769,8.87577,12.8348,-5.54817,10.1358,11.9804
55,-10.5799,10.5185,11.9588,-5.51881,11.7504,11.2346
56,-10.4996,12.4761,10.8328,-5.35617,13.6485,10.2275
57,-10.2109,14.7708,9.42981,-5.0353,15.8588,8.94604
58,-9.69751,17.4101,7.72912,-4.53465,18.3926,7.38845
59,-8.95057,20.3823,5.73268,-3.83922,21.2441,5.57089
60,-7.96603,23.6554,3.48011,-2.94058,24.3908,3.52649
61,-6.74184,27.1831,1.05935,-1.83424,27.7927,1.30952
62,-5.27907,30.9136,-1.39124,-0.519095,31.3913,-0.991122
63,-3.59034,34.7935,-3.69663,0.997992,35.1108,-3.25043
64,-1.70374,38.7604,-5.67346,2.69706,38.8652,-5.32067
65,0.33788,42.7316,-7.15674,4.54163,42.5699,-7.04372
66,2.48091,46.6049,-8.02445,6.4849,46.1478,-8.27541
67,4.66851,50.2721,-8.2253,8.48019,49.5245,-8.92839
68,6.84899,53.6326,-7.79906,10.4887,52.6219,-9.0135
69,8.98303,56.602,-6.87682,12.4847,55.3656,-8.62925
70,11.0483,59.1156,-5.64652,14.4531,57.6961,-7.90968
71,13.0353,61.1299,-4.29823,16.3786,59.5707,-6.98638
72,14.9383,62.6213,-2.98184,18.2428,60.9604,-5.97132
73,16.7518,63.5869,-1.78743,20.0268,61.8472,-4.95231
74,18.4768,64.0432,-0.746942,21.7156,62.2237,-3.98947
75,20.12,64.0176,0.148589,23.3015,62.0964,-3.11783
76,21.6861,63.5407,0.924128,24.7834,61.4875,-2.35585
77,23.1746,62.6452,1.60142,26.1627,60.4315,-1.70976
78,24.5794,61.3663,2.19589,27.4425,58.9687,-1.17235
79,25.8907,59.7358,2.71462,28.627,57.1406,-0.72384
80,27.0928,57.7757,3.15574,29.7161,54.9839,-0.342154
81,28.1713,55.5037,3.51377,30.7042,52.5264,-0.0107084
82,29.1197,52.9398,3.7821,31.5818,49.787,0.278496
83,29.931,50.1024,3.95887,32.3374,46.7794,0.519
84,30.5943,47.0008,4.04731,32.9593,43.5145,0.694327
85,31.1041,43.6417,4.04445,33.4377,40.0023,0.787366
86,31.4608,40.0343,3.93893,33.766,36.2563,0.779977
87,31.6656,36.1927,3.72166,33.9388,32.2995,0.652458
88,31.7219,32.1432,3.38336,33.9513,28.1732,0.390954
89,31.6393,27.9369,2.91258,33.8023,23.9487,-0.0028612
90,31.4284,23.6526,2.30929,33.5,19.7379,-0.508132
91,31.0997,19.4,1.59785,33.0682,15.6915,-1.08266
92,30.6684,15.3301,0.83241,32.5456,11.9835,-1.6625
93,30.1569,11.6294,0.0942316,31.9817,8.78912,-2.17762
94,29.5972,8.49422,-0.530672,31.4325,6.26257,-2.57459
95,29.0286,6.09202,-0.98032,30.9513,4.51628,-2.81835
96,28.4869,4.52988,-1.22742,30.5741,3.59858,-2.88608
97,27.9949,3.84087,-1.27066,30.3086,3.47582,-2.77768
98,27.559,3.97287,-1.13169,30.1289,4.02612,-2.53481
99,27.1672,4.75849,-0.883736,29.9795,5.03985,-2.27076
100,26.7886,5.88207,-0.707356,29.7827,6.22127,-2.20286
0,28.4682,3.88875,-0.203685,31.1319,5.38515,-0.925845
1,28.1463,5.16972,-0.398524,30.8873,6.51839,-1.22212
2,27.7343,6.08053,-1.20077,30.4825,7.39101,-2.06287
3,27.2044,6.51185,-2.46965,29.8951,7.86891,-3.34531
4,26.5973,6.74066,-3.66639,29.1897,8.14773,-4.61789
5,26.0283,7.23275,-4.23021,28.5085,8.63184,-5.38407
6,25.6197,8.28524,-3.92616,27.9886,9.58071,-5.39509
7,25.4051,9.84396,-2.94669,27.6587,10.9141,-4.74189
8,25.2932,11.6065,-1.66532,27.411,12.3338,-3.7221
9,25.1136,13.2234,-0.358614,27.0693,13.5299,-2.61346
10,24.71,14.431,0.833949,26.4889,14.2923,-1.58358
11,24.0009,15.0971,1.85351,25.6117,14.5395,-0.709938
12,22.9832,15.2106,2.69318,24.4632,14.2937,-0.0169343
13,21.7199,14.8619,3.38277,23.1268,13.65,0.505693
14,20.3261,14.2111,3.96812,21.7139,12.7551,0.902232
15,18.9392,13.4375,4.487,20.3314,11.7719,1.23832
16,17.6785,12.6921,4.95999,19.0566,10.8361,1.57143
17,16.6094,12.0715,5.40051,17.9272,10.031,1.93056
18,15.7253,11.6072,5.82617,16.9412,9.38401,2.31986
19,14.9643,11.2759,6.26064,16.0617,8.876,2.73424
20,14.2484,11.0249,6.7223,15.2314,8.45823,3.16885
21,13.5166,10.7949,7.2088,14.3972,8.07635,3.61843
22,12.7344,10.5338,7.69406,13.5304,7.69005,4.07362
23,11.8887,10.1999,8.14255,12.6287,7.27809,4.5193
24,10.9805,9.76789,8.5289,11.7063,6.8328,4.93842
25,10.0191,9.2355,8.8484,10.782,6.3544,5.31979
26,9.019,8.62425,9.11705,9.86667,5.84916,5.66371
27,8.00063,7.97281,9.36262,8.96312,5.33089,5.98099
28,6.99099,7.326,9.61188,8.07565,4.82168,6.28738
29,6.01719,6.72265,9.8812,7.21535,4.34643,6.59745
30,5.0973,6.18485,10.1738,6.39296,3.92248,6.91842
31,4.23377,5.71375,10.4833,5.61113,3.55417,7.24971
32,3.41453,5.29322,10.8002,4.86436,3.23558,7.58867
33,2.62096,4.89913,11.1156,4.14371,2.95674,7.93351
34,1.83637,4.5113,11.4246,3.44149,2.70789,8.28232
35,1.04986,4.11938,11.724,2.7538,2.4823,8.63344
36,0.253005,3.72082,12.0084,2.08344,2.28082,8.98621
37,-0.561937,3.32033,12.2716,1.43675,2.11092,9.3399
38,-1.40319,2.92951,12.5089,0.815475,1.98027,9.69314
39,-2.27935,2.5657,12.7187,0.214024,1.89394,10.0428
40,-3.19626,2.25021,12.9024,-0.380307,1.85495,10.3826
41,-4.15365,2.0048,13.0622,-0.986125,1.86513,10.7051
42,-5.14184,1.85031,13.2007,-1.62227,1.92774,11.0048
43,-6.13974,1.80821,13.3217,-2.29971,2.05236,11.2796
44,-7.11478,1.90068,13.4276,-3.01362,2.25728,11.5301
45,-8.02664,2.14815,13.5168,-3.74113,2.56626,11.7571
46,-8.8378,2.56379,13.5809,-4.4469,3.00193,11.9574
47,-9.52466,3.15232,13.6058,-5.09404,3.57955,12.12
48,-10.0832,3.91303,13.5721,-5.65409,4.30323,12.2251
49,-10.5268,4.84243,13.4544,-6.11184,5.16701,12.245
50,-10.8777,5.93682,13.2199,-6.46577,6.16179,12.1446
51,-11.1565,7.19718,12.8299,-6.72449,7.28403,11.8843
52,-11.3718,8.63519,12.2406,-6.90077,8.54196,11.4286
53,-11.5119,10.2785,11.405,-7.00437,9.9585,10.7542
54,-11.5414,12.1696,10.278,-7.03499,11.5722,9.85128
55,-11.4113,14.3549,8.82229,-6.97738,13.4329,8.7147
56,-11.0745,16.8693,7.0195,-6.8026,15.5901,7.32972
57,-10.4991,19.7207,4.87973,-6.47795,18.0769,5.66578
58,-9.67495,22.8833,2.44713,-5.9779,20.8996,3.69286
59,-8.60908,26.3089,-0.187124,-5.28605,24.0368,1.41696
60,-7.31461,29.9468,-2.87148,-4.39086,27.4449,-1.08965
61,-5.80483,33.7525,-5.405,-3.28549,31.066,-3.67616
62,-4.09532,37.677,-7.57708,-1.97175,34.8344,-6.13287
63,-2.20523,41.6562,-9.21606,-0.460394,38.6827,-8.24387
64,-0.15832,45.6073,-10.2298,1.23178,42.5416,-9.84606
65,2.01548,49.4337,-10.6191,3.08491,46.3384,-10.8667
66,4.28147,53.0402,-10.4585,5.07702,49.9981,-11.3183
67,6.60175,56.347,-9.86148,7.18195,53.4495,-11.2666
68,8.93692,59.2941,-8.95131,9.36697,56.6257,-10.8041
69,11.2477,61.8367,-7.84344,11.5948,59.4644,-10.035
70,13.4965,63.9385,-6.63906,13.8278,61.91,-9.0659
71,15.6514,65.5694,-5.42383,16.0295,63.9158,-7.99689
72,17.6917,66.7137,-4.2622,18.1666,65.447,-6.91224
73,19.6118,67.3755,-3.19022,20.2143,66.4864,-5.87398
74,21.4176,67.5728,-2.21927,22.1589,67.0336,-4.91927
75,23.1176,67.3296,-1.34704,23.9947,67.1016,-4.06165
76,24.7166,66.6724,-0.565879,25.7207,66.7129,-3.29943
77,26.2163,65.6276,0.131116,27.3377,65.8948,-2.62239
78,27.6177,64.2196,0.746769,28.8457,64.6737,-2.01605
79,28.9191,62.4671,1.2803,30.2415,63.0709,-1.4659
80,30.1111,60.3822,1.73167,31.5182,61.1021,-0.960659
81,31.1798,57.9756,2.10535,32.6675,58.7796,-0.493949
82,32.1111,55.2576,2.40741,33.6808,56.1148,-0.0658786
83,32.8923,52.2336,2.63767,34.5477,53.117,0.316802
84,33.5131,48.9028,2.7872,35.2565,49.795,0.642706
85,33.9668,45.2631,2.84322,35.7975,46.1601,0.896732
86,34.2507,41.3168,2.79606,36.1645,42.2287,1.05909
87,34.3655,37.0753,2.64106,36.3538,38.029,1.10999
88,34.3141,32.5671,2.37895,36.3618,33.6054,1.03833
89,34.0993,27.8506,2.01979,36.1847,29.0236,0.843489
90,33.7259,23.0283,1.58362,35.8227,24.38,0.537029
91,33.2092,18.2543,1.09763,35.2922,19.8102,0.148406
92,32.5807,13.7274,0.593873,34.6336,15.4873,-0.276653
93,31.8881,9.66646,0.110099,33.9074,11.6035,-0.686436
94,31.188,6.27889,-0.310755,33.1862,8.34696,-1.03135
95,30.5354,3.73121,-0.625374,32.5421,5.87242,-1.26995
96,29.9706,2.12522,-0.794883,32.0292,4.27356,-1.37377
97,29.5103,1.48075,-0.791661,31.6681,3.56285,-1.33213
98,29.1452,1.72102,-0.618802,31.4395,3.65985,-1.16672
99,28.8452,2.65731,-0.346077,31.2873,4.38705,-0.961264
100,28.5647,3.9781,-0.155251,31.1307,5.47634,-0.886548
0,30.9001,2.24297,0.846035,33.0421,4.27185,-0.756668
1,30.5393,3.40414,0.456805,32.8233,5.48653,-1.16138
2,30.1242,4.51041,-0.434487,32.4788,6.54038,-2.08683
3,29.6288,5.3486,-1.78492,31.9743,7.26651,-3.46027
4,29.0693,5.98361,-3.21494,31.3428,7.77189,-4.90195
5,28.5175,6.71989,-4.19887,30.6889,8.38496,-5.92438
6,28.072,7.85758,-4.36805,30.14,9.38613,-6.2036
7,27.7914,9.46516,-3.70494,29.7656,10.7901,-5.72475
8,27.6474,11.367,-2.49436,29.5269,12.3789,-4.73279
9,27.5301,13.2802,-1.07745,29.2946,13.8641,-3.53131
10,27.2947,14.9355,0.310721,28.9163,15.0061,-2.33811
11,26.8198,16.1393,1.54762,28.283,15.6651,-1.2686
12,26.0439,16.7943,2.58413,27.3564,15.8025,-0.370727
13,24.9682,16.8956,3.41907,26.1647,15.4577,0.34521
14,23.6476,16.5199,4.0843,24.7877,14.732,0.898263
15,22.1799,15.8028,4.62628,23.3286,13.7669,1.33378
16,20.6857,14.9043,5.08809,21.8822,12.7089,1.70829
17,19.2772,13.973,5.5013,20.5175,11.6766,2.06877
18,18.0304,13.12,5.88609,19.2743,10.7468,2.44004
19,16.9657,12.404,6.257,18.1633,9.95221,2.82624
20,16.0505,11.8307,6.62956,17.165,9.28755,3.22399
21,15.2208,11.3669,7.01799,16.2355,8.71961,3.6317
22,14.4098,10.9599,7.4263,15.3225,8.20328,4.0494
23,13.5671,10.5548,7.84323,14.3853,7.69773,4.47282
24,12.6629,10.105,8.24582,13.4048,7.17404,4.88874
25,11.686,9.57952,8.61016,12.382,6.61494,5.27737
26,10.6407,8.96895,8.92452,11.33,6.01421,5.62162
27,9.54206,8.28486,9.19518,10.2645,5.37774,5.91638
28,8.41139,7.55399,9.44004,9.19899,4.72349,6.17177
29,7.272,6.80969,9.67758,8.14522,4.07719,6.40781
30,6.14567,6.08525,9.92048,7.11377,3.46498,6.64531
31,5.04956,5.40728,10.1735,6.11306,2.90702,6.89887
32,3.99414,4.79002,10.4351,5.14825,2.41507,7.17442
33,2.98242,4.23442,10.7004,4.22066,1.99373,7.46987
34,2.0099,3.73103,10.9621,3.32961,1.64289,7.77843
35,1.06612,3.26553,11.2119,2.47455,1.36015,8.0914
36,0.138108,2.82597,11.441,1.65641,1.14204,8.39978
37,-0.786967,2.40878,11.6426,0.876504,0.984921,8.69546
38,-1.72049,2.02025,11.8127,0.133524,0.886061,8.97237
39,-2.67025,1.677,11.9509,-0.576927,0.846256,9.22721
40,-3.63888,1.40427,12.0599,-1.2618,0.871162,9.4582
41,-4.62357,1.23021,12.1437,-1.93035,0.970336,9.66332
42,-5.61549,1.18073,12.2067,-2.59136,1.15623,9.83745
43,-6.59797,1.27725,12.2529,-3.24938,1.44342,9.97158
44,-7.5454,1.53599,12.2823,-3.90167,1.84803,10.0552
45,-8.42591,1.968,12.2892,-4.53714,2.3857,10.0767
46,-9.20991,2.57704,12.2599,-5.13885,3.06869,10.0211
47,-9.87912,3.35923,12.1741,-5.6885,3.90365,9.86883
48,-10.4299,4.30582,12.0068,-6.16899,4.8919,9.59618
49,-10.8703,5.40792,11.7289,-6.56462,6.03336,9.1781
50,-11.2159,6.66044,11.3052,-6.86209,7.33081,8.59417
51,-11.4825,8.0666,10.6915,-7.05223,8.79278,7.82684
52,-11.6774,9.64234,9.83434,-7.13002,10.4352,6.8538
53,-11.7908,11.4179,8.67718,-7.09316,12.2823,5.6469
54,-11.7925,13.4352,7.17286,-6.93826,14.3665,4.17837
55,-11.6362,15.7413,5.29757,-6.65627,16.7246,2.42867
56,-11.2724,18.374,3.05648,-6.23012,19.3888,0.39298
57,-10.6627,21.3485,0.486867,-5.63663,22.375,-1.91356
58,-9.78893,24.6533,-2.33022,-4.85328,25.674,-4.44424
59,-8.65275,28.2553,-5.25879,-3.86553,29.2502,-7.09807
60,-7.26897,32.1061,-8.11307,-2.66997,33.0491,-9.70701
61,-5.65942,36.141,-10.6808,-1.27343,37.0054,-12.0511
62,-3.85139,40.2741,-12.7615,0.310052,41.0469,-13.9044
63,-1.87622,44.4007,-14.2068,2.06299,45.0941,-15.0983
64,0.235773,48.4115,-14.955,3.96754,49.0599,-15.5748
65,2.46044,52.2112,-15.0514,6.0075,52.8562,-15.3964
66,4.77953,55.7297,-14.6366,8.16836,56.4019,-14.7181
67,7.17546,58.9249,-13.8926,10.4328,59.6293,-13.7362
68,9.62384,61.7756,-12.9733,12.7746,62.4883,-12.6252
69,12.0888,64.2673,-11.9668,15.1554,64.9452,-11.4966
70,14.5256,66.3815,-10.9048,17.529,66.9781,-10.3983
71,16.8906,68.0966,-9.79368,19.8502,68.5711,-9.34027
72,19.1495,69.3934,-8.63783,22.0826,69.7141,-8.32221
73,21.2795,70.2595,-7.45284,24.2017,70.4047,-7.34823
74,23.2688,70.6921,-6.26442,26.1935,70.6509,-6.42887
75,25.117,70.6997,-5.10144,28.0529,70.4698,-5.57458
76,26.8316,70.2982,-3.989,29.78,69.8847,-4.78807
77,28.4226,69.5082,-2.94321,31.378,68.9205,-4.06443
78,29.8996,68.3501,-1.97301,32.8513,67.599,-3.39347
79,31.2688,66.8393,-1.08708,34.2037,65.9354,-2.76292
80,32.531,64.9865,-0.293121,35.4372,63.9378,-2.16249
81,33.6803,62.8008,0.407946,36.5492,61.6085,-1.58713
82,34.7055,60.29,1.0225,37.5315,58.9445,-1.03972
83,35.5919,57.46,1.55887,38.3699,55.9387,-0.531852
84,36.3256,54.3119,2.0218,39.0465,52.5842,-0.0824835
85,36.8948,50.8379,2.4083,39.5434,48.8787,0.284977
86,37.2906,47.0232,2.70879,39.8459,44.8309,0.548491
87,37.5046,42.8557,2.91227,39.9441,40.466,0.691937
88,37.5293,38.3377,3.00646,39.8336,35.8292,0.707023
89,37.361,33.5023,2.97938,39.5155,30.9914,0.59695
90,37.0035,28.4298,2.82735,38.9989,26.0531,0.377394
91,36.4721,23.2571,2.56056,38.3054,21.1492,0.0744681
92,35.7964,18.1712,2.20406,37.4753,16.4496,-0.274019
93,35.021,13.3947,1.80043,36.5697,12.1498,-0.616837
94,34.205,9.16188,1.40768,35.6658,8.45287,-0.899048
95,33.4136,5.68701,1.0858,34.8463,5.54137,-1.07764
96,32.7042,3.13048,0.878439,34.1797,3.54497,-1.13165
97,32.1093,1.57067,0.800861,33.6995,2.50923,-1.0675
98,31.6292,0.988579,0.830116,33.3918,2.37652,-0.925295
99,31.2364,1.25818,0.888874,33.2008,2.98257,-0.793408
100,30.8861,2.14125,0.829669,33.0453,4.06755,-0.824677
0,31.9268,0.543056,0.830275,34.4479,3.85734,-0.572087
1,31.5389,1.66559,0.671457,34.1973,4.66971,-0.888898
2,31.1441,2.98203,0.0990441,33.9308,5.7467,-1.65664
3,30.7019,4.17671,-0.99257,33.5985,6.8314,-2.88605
4,30.1961,5.11275,-2.44286,33.1842,7.80066,-4.34817
5,29.6521,5.91362,-3.81958,32.7153,8.7357,-5.6267
6,29.139,6.87197,-4.64408,32.2523,9.8437,-6.3346
7,28.7382,8.23697,-4.63345,31.855,11.2616,-6.28583
8,28.4919,10.0504,-3.82887,31.5389,12.9302,-5.55117
9,28.3679,12.1452,-2.51068,31.2552,14.6402,-4.38142
10,28.2646,14.2521,-0.98708,30.9073,16.1526,-3.04854
11,28.0485,16.1043,0.524469,30.393,17.2822,-1.74524
12,27.6066,17.5032,1.89991,29.6455,17.9323,-0.573706
13,26.8765,18.3422,3.07956,28.6477,18.0896,0.427385
14,25.8494,18.6015,4.04671,27.4276,17.7979,1.25039
15,24.5619,18.3338,4.81515,26.0466,17.1364,1.9012
16,23.0877,17.6457,5.41799,24.581,16.2071,2.40205
17,21.5263,16.674,5.89477,23.0999,15.1187,2.79386
18,19.9836,15.5604,6.28089,21.6522,13.9659,3.12407
19,18.548,14.428,6.6036,20.2674,12.8176,3.42887
20,17.2686,13.3619,6.88322,18.9612,11.7163,3.72433
21,16.1473,12.4017,7.13723,17.7372,10.6826,4.01142
22,15.1458,11.5467,7.38314,16.5844,9.72182,4.28863
23,14.2053,10.7695,7.63558,15.4771,8.82784,4.5613
24,13.2679,10.0322,7.89996,14.3819,7.98767,4.84044
25,12.2913,9.29797,8.16846,13.271,7.18603,5.13341
26,11.2515,8.53544,8.4229,12.1304,6.40805,5.43572
27,10.1389,7.72226,8.64429,10.9592,5.64022,5.7318
28,8.95404,6.84943,8.82262,9.76442,4.87297,6.00412
29,7.70618,5.92363,8.96006,8.55738,4.1055,6.24418
30,6.41236,4.96591,9.06797,7.35115,3.34883,6.45726
31,5.09547,4.00826,9.16162,6.15921,2.62384,6.65879
32,3.78206,3.0887,9.25641,4.99353,1.95472,6.86683
33,2.49915,2.24393,9.36544,3.86432,1.36339,7.09548
34,1.26959,1.50185,9.49686,2.77959,0.865998,7.35114
35,0.10849,0.878666,9.65278,1.7449,0.471873,7.63166
36,-0.979123,0.378288,9.82895,0.764466,0.183976,7.92817
37,-2.0001,-0.00691941,10.0153,-0.158377,-0.000152727,8.22898
38,-2.9715,-0.291298,10.1983,-1.02215,-0.0876745,8.52191
39,-3.91529,-0.488067,10.3648,-1.82927,-0.0895755,8.79397
40,-4.8519,-0.603529,10.5049,-2.58745,-0.0183142,9.03055
41,-5.79429,-0.633383,10.6147,-3.30832,0.116901,9.21707
42,-6.74324,-0.561325,10.6961,-4.00421,0.314727,9.34246
43,-7.68626,-0.362074,10.7541,-4.6848,0.583806,9.40089
44,-8.60098,-0.00935,10.792,-5.35471,0.94014,9.38882
45,-9.46074,0.516344,10.8075,-6.01179,1.40256,9.30115
46,-10.2402,1.2243,10.7893,-6.64678,1.98904,9.13006
47,-10.9207,2.11423,10.7161,-7.24475,2.7141,8.865
48,-11.4924,3.18064,10.5578,-7.78835,3.5874,8.49255
49,-11.9518,4.41928,10.2755,-8.26043,4.61455,7.99696
50,-12.2972,5.83217,9.82203,-8.6446,5.80081,7.36214
51,-12.5251,7.42982,9.14141,-8.92471,7.15489,6.57066
52,-12.6308,9.23138,8.17126,-9.08658,8.69085,5.598
53,-12.607,11.2643,6.84899,-9.12093,10.4283,4.40788
54,-12.4407,13.5619,5.12586,-9.02384,12.3924,2.95338
55,-12.1108,16.1583,2.98383,-8.79268,14.613,1.18647
56,-11.5904,19.0787,0.446699,-8.42145,17.122,-0.924593
57,-10.8544,22.3309,-2.41316,-7.89891,19.9455,-3.37385
58,-9.88474,25.9021,-5.46765,-7.21052,23.0947,-6.09622
59,-8.67252,29.7607,-8.53366,-6.34284,26.5606,-8.95663
60,-7.21985,33.8548,-11.3945,-5.28747,30.3121,-11.7608
61,-5.5419,38.1071,-13.841,-4.04304,34.2961,-14.2864
62,-3.66685,42.4152,-15.7125,-2.61596,38.4359,-16.3227
63,-1.63124,46.6632,-16.9238,-1.01878,42.6369,-17.7068
64,0.529849,50.7418,-17.4758,0.733998,46.7983,-18.3594
65,2.79242,54.5668,-17.4479,2.63147,50.8224,-18.3181
66,5.14586,58.0868,-16.9711,4.66899,54.6217,-17.7368
67,7.58437,61.2775,-16.1932,6.84474,58.1267,-16.8271
68,10.0946,64.1279,-15.2445,9.1519,61.2925,-15.7754
69,12.6482,66.6292,-14.2142,11.5707,64.0931,-14.6955
70,15.2026,68.7694,-13.1471,14.0656,66.5104,-13.6325
71,17.7104,70.5337,-12.0536,16.5904,68.528,-12.5904
72,20.1291,71.9092,-10.9278,19.0965,70.1327,-11.5595
73,22.429,72.8888,-9.76468,21.5404,71.3171,-10.5326
74,24.593,73.4719,-8.57186,23.8867,72.081,-9.50999
75,26.6132,73.6627,-7.37016,26.1085,72.4318,-8.49914
76,28.4874,73.469,-6.18891,28.1883,72.3846,-7.51195
77,30.217,72.9,-5.05803,30.1162,71.9585,-6.5616
78,31.8065,71.9659,-4.0013,31.8895,71.174,-5.65904
79,33.2629,70.6781,-3.03294,33.5122,70.051,-4.81055
80,34.5936,69.0485,-2.15682,34.9931,68.6064,-4.01689
81,35.8033,67.0893,-1.36709,36.3425,66.852,-3.27396
82,36.8931,64.8103,-0.652249,37.5682,64.7921,-2.57618
83,37.8587,62.2147,-0.00212324,38.6728,62.4214,-1.92106
84,38.6894,59.2945,0.586002,39.6501,59.7256,-1.3125
85,39.3675,56.0303,1.1057,40.4835,56.6828,-0.763118
86,39.8709,52.3956,1.54546,41.1484,53.2682,-0.294177
87,40.1765,48.3622,1.89288,41.6166,49.464,0.0696485
88,40.2637,43.9094,2.13654,41.8618,45.2703,0.30828
89,40.1188,39.0395,2.26687,41.8661,40.7145,0.413096
90,39.7396,33.7979,2.27731,41.6234,35.8562,0.389668
91,39.1383,28.2876,2.16675,41.1419,30.7894,0.256102
92,38.3453,22.6772,1.94435,40.4458,25.645,0.0396412
93,37.4099,17.1945,1.63696,39.5772,20.5934,-0.223942
94,36.3972,12.1069,1.29315,38.5977,15.8429,-0.488936
95,35.3824,7.68719,0.975342,37.5878,11.6265,-0.702134
96,34.4389,4.17002,0.742662,36.6393,8.1716,-0.815274
97,33.621,1.711,0.632443,35.8354,5.65503,-0.806545
98,32.951,0.358434,0.644534,35.2224,4.15502,-0.701515
99,32.4153,0.0408874,0.728596,34.792,3.62362,-0.584353
100,31.9743,0.568868,0.771739,34.4893,3.89429,-0.595186
0,34.7699,1.1239,2.33348,36.3946,3.33817,0.274426
1,34.331,2.02159,1.98852,36.2314,4.24324,0.0501597
2,33.8581,3.13714,1.19387,36.0386,5.41819,-0.575533
3,33.3239,4.22124,-0.0938886,35.7703,6.63348,-1.65076
4,32.7316,5.16841,-1.67437,35.4125,7.75581,-3.03036
5,32.123,6.07447,-3.12353,34.9901,8.81378,-4.36824
6,31.5683,7.16668,-3.99923,34.559,9.97251,-5.27001
7,31.1332,8.63771,-4.05318,34.1782,11.3902,-5.4795
8,30.8406,10.5146,-3.32128,33.8714,13.0774,-4.97107
9,30.6519,12.6507,-2.04757,33.6055,14.8811,-3.92382
10,30.4743,14.8055,-0.516525,33.2977,16.5696,-2.60067
11,30.1934,16.7334,1.05154,32.8485,17.9288,-1.22859
12,29.7127,18.2444,2.5147,32.1796,18.822,0.0497156
13,28.9775,19.228,3.79436,31.256,19.2027,1.16819
14,27.9744,19.6481,4.85871,30.0867,19.0938,2.10717
15,26.7229,19.528,5.70861,28.7174,18.5602,2.86667
16,25.2714,18.9392,6.36649,27.2169,17.6911,3.45821
17,23.694,17.988,6.86523,25.6593,16.5877,3.90769
18,22.0796,16.7973,7.23841,24.1071,15.3465,4.25197
19,20.5107,15.4862,7.51572,22.601,14.0433,4.52714
20,19.0437,14.1509,7.72195,21.1581,12.7247,4.75751
21,17.6974,12.8535,7.87695,19.7756,11.4119,4.9518
22,16.454,11.6189,7.99628,18.4353,10.1082,5.10856
23,15.2702,10.4422,8.09171,17.108,8.80946,5.22604
24,14.0959,9.30184,8.16983,15.7619,7.51137,5.30864
25,12.891,8.17339,8.23019,14.3723,6.21586,5.36593
26,11.6342,7.03913,8.26722,12.9319,4.93459,5.40753
27,10.321,5.89328,8.27561,11.4536,3.68915,5.43941
28,8.95912,4.74305,8.25509,9.96492,2.50801,5.46481
29,7.56417,3.60729,8.2108,8.49943,1.42244,5.48837
30,6.15616,2.51182,8.15031,7.08973,0.463636,5.51986
31,4.75691,1.48404,8.08146,5.76372,-0.340027,5.57372
32,3.38744,0.548723,8.01234,4.54102,-0.967865,5.66464
33,2.06604,-0.273609,7.95188,3.42928,-1.41275,5.80181
34,0.806538,-0.967983,7.9078,2.42195,-1.68494,5.98445
35,-0.38357,-1.52619,7.88397,1.49957,-1.81111,6.20032
36,-1.50478,-1.94761,7.87922,0.635149,-1.82785,6.42821
37,-2.56645,-2.23969,7.88778,-0.198602,-1.77299,6.64257
38,-3.58487,-2.41592,7.901,-1.02354,-1.67817,6.81795
39,-4.57929,-2.4918,7.90923,-1.85345,-1.56421,6.93257
40,-5.56736,-2.48051,7.90364,-2.69427,-1.43959,6.97077
41,-6.56015,-2.38851,7.87779,-3.54524,-1.29997,6.92379
42,-7.55844,-2.21344,7.82758,-4.40012,-1.12946,6.78903
43,-8.55228,-1.94547,7.74918,-5.2475,-0.902625,6.56819
44,-9.5228,-1.57033,7.6367,-6.07135,-0.588085,6.2647
45,-10.4461,-1.07236,7.48053,-6.85167,-0.152543,5.88168
